Categoria del delito,Clasificacion de edad,Clave_Ent,Modalidad,Sexo,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
1.0,1.0,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,,2.0,1,1,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,,2.0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1,2.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1,2.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1.0,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1.0,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1.0,1,,2.0,2,3,4,6,3,4.0,3.0,6.0,5.0,6.0,4.0,2.0
2.0,1.0,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1.0,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,1,0,3,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,,2.0,3,1,2,1,3,1.0,2.0,1.0,3.0,3.0,2.0,6.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,,2.0,3,2,0,5,3,0.0,0.0,3.0,0.0,0.0,0.0,1.0
2.0,,1,2.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,2.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,1,,2.0,5,5,3,2,4,0.0,1.0,3.0,3.0,9.0,5.0,1.0
,,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4.0,,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,2.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,,2.0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,2.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,2.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,1,,2.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,2.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,,1,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,1.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,1.0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,,1.0,2,1,2,0,3,0.0,2.0,1.0,0.0,1.0,0.0,0.0
1.0,1.0,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1,,1.0,0,1,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,1.0,1,2.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1,2.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1.0,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1.0,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1.0,1,,1.0,1,4,1,1,2,4.0,1.0,3.0,2.0,1.0,0.0,1.0
2.0,1.0,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1.0,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,1,8,10,6,2,4.0,2.0,5.0,3.0,1.0,3.0,7.0
1.0,,1,1.0,1.0,2,1,0,1,0,2.0,2.0,4.0,1.0,0.0,2.0,0.0
1.0,,1,1.0,1.0,1,0,3,0,0,2.0,0.0,0.0,2.0,0.0,1.0,1.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,,1.0,12,9,9,11,9,14.0,15.0,10.0,11.0,5.0,12.0,14.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,,1.0,0,3,2,4,3,7.0,0.0,3.0,0.0,1.0,1.0,4.0
2.0,,1,2.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.0,,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,1.0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,2.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,1,,1.0,12,4,4,2,7,1.0,7.0,7.0,6.0,9.0,9.0,4.0
,,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,,1.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,,1.0,2,1,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,2.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,2.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
,,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,,1,,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,,1,1.0,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,,8,9,5,3,2,3.0,3.0,7.0,5.0,11.0,9.0,10.0
1.0,,1,1.0,,15,12,15,18,16,18.0,16.0,20.0,10.0,17.0,16.0,13.0
1.0,,1,1.0,,163,190,236,185,243,254.0,200.0,183.0,188.0,196.0,169.0,153.0
1.0,,1,1.0,,80,82,87,72,77,84.0,86.0,77.0,93.0,90.0,67.0,75.0
1.0,,1,1.0,,0,1,0,0,1,0.0,0.0,2.0,0.0,1.0,0.0,0.0
1.0,,1,1.0,,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,,,83,75,91,94,95,88.0,67.0,71.0,96.0,82.0,74.0,76.0
1.0,,1,1.0,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,,1,1.0,,16,13,7,13,10,13.0,9.0,14.0,15.0,12.0,16.0,19.0
1.0,,1,,,2,1,0,4,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,,1,,,1,0,1,1,1,5.0,1.0,0.0,1.0,1.0,0.0,1.0
2.0,,1,2.0,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,2.0,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,1,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,,34,24,37,29,34,24.0,24.0,34.0,26.0,38.0,36.0,30.0
,,1,,,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
,,1,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,,1,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,,1,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,2,1.0,2.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,2,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,2,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1.0,1.0,2,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,2,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,2,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,2,,2.0,0,0,0,1,2,0.0,3.0,0.0,0.0,2.0,0.0,0.0
1.0,1.0,2,1.0,2.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,2,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,2,1.0,2.0,0,0,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,2,1.0,2.0,0,0,0,2,1,0.0,2.0,3.0,0.0,0.0,0.0,1.0
1.0,1.0,2,1.0,2.0,3,2,1,2,1,3.0,0.0,2.0,3.0,3.0,1.0,3.0
1.0,1.0,2,1.0,2.0,9,15,13,6,15,18.0,15.0,16.0,18.0,16.0,9.0,14.0
1.0,1.0,2,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,2,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,2,,2.0,0,0,0,3,0,3.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,2,1.0,2.0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
1.0,1.0,2,1.0,2.0,1,7,4,2,8,3.0,2.0,3.0,5.0,7.0,6.0,5.0
1.0,1.0,2,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,2,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,2,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,2,1.0,2.0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,2,,2.0,13,12,18,3,37,48.0,22.0,24.0,37.0,25.0,28.0,25.0
2.0,1.0,2,2.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,2,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,2,,2.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,2,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,2,2.0,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1.0,2,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,2,,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,2,,2.0,32,37,35,39,33,44.0,33.0,27.0,35.0,37.0,61.0,29.0
,1.0,2,,2.0,0,0,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
,1.0,2,,2.0,12,14,26,16,13,19.0,17.0,13.0,17.0,12.0,19.0,12.0
2.0,1.0,2,,2.0,3,1,2,2,2,5.0,3.0,1.0,3.0,2.0,1.0,0.0
4.0,1.0,2,,2.0,1,1,2,0,1,3.0,3.0,7.0,3.0,6.0,5.0,1.0
